summary,type,category
eat some delicious street food and have a foot,ShoppingTravel,1
eating delicious street food and generally loved the overall ambiance here,ShoppingTravel,1
ed was already preparing to close the shop during,ShoppingTravel,1
either to buy casual shirts for my husband or to have shirts made from cloth that i bring from elsewhere we have always been very happy with his work last week he made a shirt,ShoppingTravel,1
electronics and cellular but there has been a recent drop in the number of stores and visitors,ShoppingTravel,1
elephant bathing and forest adventure our guides were fantastic friendly,NatureTravel,0
elephant bathing and tracking with family it s must do when with kids elephants are cute and friendly food was amazing,NatureTravel,0
elephant carer home was recommended to me by my friend who does volunteer work involving elephants and sustainability i knew it would be an ethical organization and what i saw during my experience confirmed that it was the most amazing thing i have ever done,NatureTravel,0
elephant jungle sanctuary was a sanctuary that was meant to care for elephants to ensure they,NatureTravel,0
elephant parade house on charoenraj road,NatureTravel,0
elephant rides,NatureTravel,0
elephant sanctuary park,NatureTravel,0
elephant trek and a shooting range,NatureTravel,0
elephant trekking was on her bucket list we took part in a one hour elephant trek over varied terrain,NatureTravel,0
elephant world is a nice combination of a tourist friendly attraction and a ecological animal friendly environment this is a sanctuary for elephants rescued from abusive jobs around thailand they are treated with dignity and care there and that is nice to see about the tour the,NatureTravel,0
elephants,NatureTravel,0
elephants aren t meant to be ridden although there is no sign of abuse during the ride,NatureTravel,0
elephants at home is the place to be my son and i had a amazing time with the elephants best experience ever the elephants are happy and they live in the jungle without chains the people family take good care for the elephants and they,NatureTravel,0
elephants habitats will be destroyed keep up the great work sophie if any visitors love wild life,NatureTravel,0
elephants in wild life they are not friendly,NatureTravel,0
elephants trekking,NatureTravel,0
emailed this tailor and one another,ShoppingTravel,1
emerald buddha,NatureTravel,0
emerald buddha and reclining buddha this trip was perfect our tour guide suki spoke great english,NatureTravel,0
emerald pool and tiger cave temple and one day phi phi island by speed boat the one day jungle tour was amazing our transportation was,NatureTravel,0
emirald pool and tiger cave,NatureTravel,0
emq is an awesome mall and conveniently located at phrom phong we used to take the kids here all the time they would have activities and nice selection of food tons of coffee spots and people watching we stayed close by and would come here often,ShoppingTravel,1
encouraging and friendly guy we love how he always ensure we are in safe hands when we dive in ocean for,NatureTravel,0
encouraging and knowledgeable had a great time learning to dive,NatureTravel,0
end of july we booked two tours with pm travel the 1 day doi inthanan eco trekking and sightseeing tour and the river ping kayak tour we were very satisfied with both tours and can strongly recommend them careful in both cases,NatureTravel,0
ended up being 6 5 hours in the jungle the hike was very challenging,NatureTravel,0
english guide who was very informative not crowded or rushed elephants appear well looked after and staff clearly care about their welfare,NatureTravel,0
enjoy and mesmerizing the beautiful scenery of mother s nature of the butterfly farm with all kinds of beautiful colors of butterfly and fresh air of the farm,NatureTravel,0
enjoy charm of rayong chinatown here in there you can found some delicious food stals every saturday night have special night market along the street,ShoppingTravel,1
enjoy mountain biking,NatureTravel,0
enjoy the live band and lots of local artist the market do sell a lot of unique art work which is consider something worth to visit for this night market lot of arts and craft stuff i think if you are a fan for art,ShoppingTravel,1
enjoy the time at the waterfall expensive fee but is ok swimming and climbing to top was nice i like to comeback,NatureTravel,0
enjoy window shopping without the crowd or hate being rushed around,ShoppingTravel,1
enjoyed our short hike to the waterfall and were treated at the end with the waterfall it likely will not be the most spectacular you ve ever seen but the climb up in the national park,NatureTravel,0
enjoyed the beach and swimming we were there in the off season so not many people nor boat traffic beach was nice for walking,NatureTravel,0
enjoyed this beach,NatureTravel,0
enjoyed visiting this church as it was a relaxing little mental break from the rest of the island would not interest all those that travel to koh chang but as my fianc is belarusian we were particularly curious to see it although there is a,NatureTravel,0
enjoyed walking around this memorial park and viewing the giant statue with her back to the ocean the memorial wave wall was also very reflective as no information we did leave with many questions but appreciate the thai people s desire to move on and not,NatureTravel,0
enjoying beautiful views of land and sea and a 5 star crew that went over and beyond to make sure everyone was having a great time the,NatureTravel,0
enough drinking water and the usual sun protective gear we were advised food cannot be taken into the park,NatureTravel,0
enters upon every customers wish i have a long cacharel pleat in my shirts they did,ShoppingTravel,1
entrance fee to the white temple,NatureTravel,0
epic views,NatureTravel,0
especially compared to ao nang beach,NatureTravel,0
especially dive instuctor dirk and divemaster mas who made our liveaboard trip something special we enjoyed fantastic dives around the similan islands as well as some dives on koh bon island,NatureTravel,0
especially for children to experience old style market,ShoppingTravel,1
especially for the price they teach you about elephants,NatureTravel,0
especially in its central area that can make it difficult to swim the overall vibe is still,ShoppingTravel,1
especially not for travellers with fixed timelines they have absolutely no respect for time my shirts were delivered two days behind the time we agreed upon even then i had to threaten a sit in before they delivered,ShoppingTravel,1
especially on the first dive where he had to take care of one out of the 4 divers,NatureTravel,0
especially on the important days when people walk with lighted candle around phra ubosatha ordination hall this royal temple is very important for bangkok it houses two of three most important and most beautiful bronze,NatureTravel,0
especially the exclusive range of printed blazers and cotton shirts the behaviour of the shopkeeper and his staff was quite appreciable and they tried their best to show me all the variety they housed,ShoppingTravel,1
especially the waterfalls crystal clear water which was nice refreshing to swim in canteen food was poor so take snacks,NatureTravel,0
especially those who were supposed to bring some good atmosphere making only noise and dancing like stupid people if you like and know what muay thai is,NatureTravel,0
especially with chinese tourists who go to tick it off their list hundreds of stalls selling variety of t shirt s and other tourist stuff lot less designer knock,ShoppingTravel,1
especially with their highly professional and friendly staff which makes me want to join them for some more amazing dives next year on my return i highly recommend anyone interested in scuba diving to get,NatureTravel,0
etc so i would not call it a peaceful mountain retreat it is good to observe though and if you ve not been to thailand before it is a must see to understand a little of local culture and religion you,NatureTravel,0
etc that are sold everywhere in cm the cheap food and massages add to the fun but the market,ShoppingTravel,1
european size 38 5 to 39 the first bell ring was when a young lady at the shop took,ShoppingTravel,1
even a small outdoor market,ShoppingTravel,1
even provide medication for those who suffer with sea sickness you are well catered for and looked after would highly recommend this trip to anyone,NatureTravel,0
even the beach vendors were quite chilled out,NatureTravel,0
even the shopping experience does not feel local at all,ShoppingTravel,1
even their brochure says they offer it the elephants were chained,NatureTravel,0
even they have pool with the nice sea view background,NatureTravel,0
even though i did not like the dive on the boonsung wreck because the visibility was about two metres and it freaked me out,NatureTravel,0
even though it is an old park and need renovation but my kids and i were enjoying our time there we have been there during the week days,NatureTravel,0
even when we were at worst with sea sickness thank you tim for looking after my 10 year,NatureTravel,0
even you are an independent traveler not that hard to find if youre taking a bts get off at wong wiyan and take a taxi for about less than hundred baht to get there,ShoppingTravel,1
evening well spent great sights to see along the river and tasty food note that pricing is best on asia discovery com we paid thai baht 1,NatureTravel,0
ever since central festival opened less and less interested stuff here not sure about its future still a must see while in the hdy city center,ShoppingTravel,1
ever since i made my wedding suit at oxford tailor in 2011,ShoppingTravel,1
every city i travel to,ShoppingTravel,1
every day products there are plenty of restaurants on the same street it is just one really long streets it is really tight walking around that,ShoppingTravel,1
every one are being well taken care of love the guitar playing under the beautiful sunset and darkness after sunset very romantic beautiful scenery,NatureTravel,0
every part of the experience is first class we did both the sunset and phi phi island tours with,NatureTravel,0
every penny worth if one is traveling for a short trip with carry along baggage inter connectivity between airport to most of the places across the city,ShoppingTravel,1
every since my friend introduced me to this temple during my all girls vacation in 2017,NatureTravel,0
every stall and shop is offering different,ShoppingTravel,1
every temple in thailand is precious,NatureTravel,0
every time i come to thailand i always spend a day or two with bb divers i been diving and snorkelling with them over that last 10 years lovely staff,NatureTravel,0
every time we go to phuket we go to tom s to get some more clothing tailored for us i have had a work suit previously and our wedding suits were made a couple of years ago and they were stunning and wowed everyone at our wedding,ShoppingTravel,1
every two weeks this tiny gem of a market opens at the ekkamai gateway bts stop just go it is great,ShoppingTravel,1
every year when i visit bangkok for leisure or work i definitely will come back here for a few shirts their quality is very good that i can never find anything in normal boutique shop now depending on the fabric,ShoppingTravel,1
everybody has to see this display at lamai night plaza,ShoppingTravel,1
everyone i interacted with on the masters diver team were professional and warm all the dive information and paperwork was thoroughly explained and made clear my instructor dan from the us was excellent,NatureTravel,0
everything from booking the trip to the dive itself was very smooth iain is very responsive to emails and i managed to slot my dives in during my short holiday despite booking it last minute i have got oui as my dive instructor for the,NatureTravel,0
everything is much more expensive and they are very pushy in selling you stuff so it can be overwhelming best to go with the attitude of enjoying the experience than to shop the tour,ShoppingTravel,1
everything was ok payment paid in full fitting was agreed upon the next day fitting agreed was 7pm but when i came at 7 they pushed till 830pm as the shirt came late to the,ShoppingTravel,1
everything was perfect guys are really nice and they are good listener the work was really good relationships of trust i recommend this tailor,ShoppingTravel,1
everything was perfect my husband baught nice suits and shirts and everyboby was polite and smiling,ShoppingTravel,1
everything was perfekt cheap price and free bike pick up service the communication was also pretty easy and fast highly recommend the area around ao nang ans krabi is great for renting a bike,NatureTravel,0
everything was so calm even some dogs that were in temple,NatureTravel,0
everything was taken care of from pick up to drop steve and vitaly both prepped us for the dive perfectly to ensure we have a smooth experience underwater special mention to vitaly for taking great,NatureTravel,0
everything went really nice and guides were truly professionals surin islands had great views under water and above it lots of marine life to see,NatureTravel,0
everytime i came to bangkok i always taking time to visit rama viii bridge and park a good place to start your day ex jogging,NatureTravel,0
everywhere in bkk you have some time in shopping centers to park for free we did not have a stamp and paid 150 thb for not even 90 min never again owners of shops and restaurants you should complain to the management,ShoppingTravel,1
exactly opposite to uber expensive siam paragon mall,ShoppingTravel,1
excellent advice and very professional and excellent work etiquette when it comes to his career of tailored made suits we definitely recommend him,ShoppingTravel,1
excellent and well experienced services from paul tailors,ShoppingTravel,1
excellent beach very calm quiet private to an extent of utter convenience very laid back and relaxing nice view of the famous four islands looming far,NatureTravel,0
excellent brand and shop all in one place in bangkok new place to visit foreigner and best for window shopping,ShoppingTravel,1
excellent customer tailor near by swissotel resort in kamala krish tailor and ready by 24 hrs best frice and best quality,ShoppingTravel,1
excellent day trip with kem in a longboat with the number n93 we originally booked a friday trip but as we worried about the weather i whats app d him and changed the day no problem i also asked lots of questions about snorkelling equipment,NatureTravel,0
excellent experience having my own dress that fits me the tailor meets my needs and more with his expertise and in a short notice they are open and understand my issues plus,ShoppingTravel,1
excellent food and gift clothing market great choice particularly on the food side it was very busy when we visited and it was not easy to find somewhere to sit,ShoppingTravel,1
excellent for photography beautiful clock tower for day and night shots other than its beautiful and photogenic architecture of clock tower,ShoppingTravel,1
excellent guide in a nice atmosphere it s the best way to discover bangkok out of the beaten paths,NatureTravel,0
excellent location for office srounding by 40 hotels 5 start and upper easy access by bts and mrt can be easily reach from airport link then connect with on station of mrt next to the big shopping mail by walking on sky walk side street,ShoppingTravel,1
excellent natural dyes textiles,NatureTravel,0
excellent overnight trip with liam on a private tour the tour was tailored to what we wanted when we wanted and he made sure to avoid any crowds although it never felt crowded in this beautiful place liam is local,ShoppingTravel,1
excellent palce inside the national park you can spend a couple of hours here visit afternoon to witness one of the best stunning sunset from here really,NatureTravel,0
excellent person to deal with kareem he was always on time and very friendly and accommodating he took us to the big buddah and a temple and for our boys he took us to go karting,NatureTravel,0
excellent primer on lanna buddhism a visit here will help you make sense of what you see in temples and some local practices it is not too in depth so does not take too long or require a lot of reading english descriptions available currently 90 baht,NatureTravel,0
excellent service and extremely affordable pricing i highly recommend best tailor for anyone looking for a tailor made suits definitely bringing the boys here for our next visit to bkk,ShoppingTravel,1
excellent service and high quality fabrics shop is located next to the skytrain station named nana,ShoppingTravel,1
excellent service and very friendly people who stood up to every expectation you would have for a tailor,ShoppingTravel,1
excellent service very friendly and helpful made the job of ordering a coat very easy would reccomend mr dave and his team to everyone and kata as a holiday destination,ShoppingTravel,1
excellent service with a superb selection to customize you desired suit and dress tailoring done right,ShoppingTravel,1
excellent service workmanship guaranteed they have got such a wide selection of top quality materials for premium shirts and suits they are patient and offer professional advice on how to make you look great in every shirt thanks unique,ShoppingTravel,1
excellent shirt making service from two of the nicest guys in thailand every day greeted with a smile and chat i bought 6 personally measured and made shirts of which quality was exceptional a large range of colours and patterns are available and shirts were,ShoppingTravel,1
excellent shop ground floor,ShoppingTravel,1
excellent shopping mall it includes 3 banks,ShoppingTravel,1
excellent store for local expats looking for hard to find items from the west upstairs bakery also friendly,ShoppingTravel,1
excellent suits and great communication i would definitely continue to recommend them to anyone who is interested in getting custom suits or shirts,ShoppingTravel,1
excellent tailor,ShoppingTravel,1
excellent tailors superb quality and staff amazing we were on limited time but this did not matter fantastic quality highly recommend thank you uk,ShoppingTravel,1
excellent views,NatureTravel,0
excellent views,NatureTravel,0
excellent views over the mekong,NatureTravel,0
excellent visit 3000 baht plus tuk tuk two adults 1 child but well worth the money we had the pleasure of getting to know two of the elephants both beautifully kept and looked after the owner spoke very good english and answered all our questions,NatureTravel,0
except for the jim thompson store,ShoppingTravel,1
except that you have to pay to get in it is not really a floating market but shops on a lake with a boat ride the boat ride is barely 10 minutes long there is,ShoppingTravel,1
except to get a workout if your planning on doing this climb wear good shoes not flip flops as the path is hard work and very rocky tooks is about 4 5hrs to do it,ShoppingTravel,1
excercise or just walking around the park and if u come late afternoon you can watch sunset from the,NatureTravel,0
exclusive taylor provided an excellent service high quality suites and shirts for a pair price another advance is,ShoppingTravel,1
expected much more since it was said to be the best cave in thailand visited many caves but this was very small and not so special entrance fee was to high considering what was offered having said that if this is your first cave visit,NatureTravel,0
expecting something more rural we have been en several floating markets before,ShoppingTravel,1
expecting to do some bargain shopping there were a number of visitors hanging around finally a monk from the temple told us the market was not open because of buddha day there was no posting on the temple ground nor,ShoppingTravel,1
experienced the asadong beach bazaar to be pleasantly surprised great value,NatureTravel,0
experiencing a range of sites from walls to natural and artificial reefs and the kled gaeow wreck 50 m ex navy boat lying at 26 m the fast and comfortable dive boat was well crewed,NatureTravel,0
experts in natural indigo fermentation process excellent fabrics hand loom ikat etc,NatureTravel,0
exploring bangkok we liked the fact the trip included some attractions that we hadn t yet been to a bit off the tourist trail we started on the river,NatureTravel,0
exploring mangrove forest at high and low tide,NatureTravel,0
extensive shopping centre with 400 shops over 5 floors although not particularly when planned,ShoppingTravel,1
extremely well organised tour staff were excellent so friendly and amazing english felt very safe considering i m not one for boats or the sea and you can tell the staff have years of experience life jackets provided as well as snorkelling gear the refreshments on,NatureTravel,0
fabulous food and entertainment staff service was impeccable and very accomodating for our fussy eater it was a fabulous way to spend our last night in samui great atmosphere,NatureTravel,0
fabulous place for shopping inthe market and the indoor market lovely restaurants built on stilts over the sea we visited mostly at night as it can be hot during the day lots of fun,ShoppingTravel,1
facinating sea view and much more to explore,NatureTravel,0
facing the river cafe deco is nice,NatureTravel,0
factory outlets of popular brands like nike and lotte duty free shop but the products are so expensive on other hands,ShoppingTravel,1
fair price and not hidden bs or touting from their end the deliver what they promised and i am super happy ek their store guy was always very responsive,ShoppingTravel,1
fair pricing bkk suit shopping is what you make of it,ShoppingTravel,1
fairly huge mall very well designed and spaced out various floor levels this is a place for any age category various international branded shops are available and some local items available as well one entire floor is located for electronic items such phones,ShoppingTravel,1
fairly simple stop without a lot of things around it market,ShoppingTravel,1
familiar with kon tiki diving from ao nang krabi expected scandinavian guides on this snorkling trip accompaning the participants turned out to be 1hrs 15min transfer in mini bus going,NatureTravel,0
family and tour group it has many activity provide to you such as bicycle round the park,NatureTravel,0
family atmosphere,NatureTravel,0
family friendly and very clean beach and waters a variety of eats and drinks on the beach as well as a short walk away highly recommended,NatureTravel,0
famous temple at the local district there is 2 famous restaurant within walking distance for your lunch or dinner but u have to que for it,NatureTravel,0
famous temple phra pikanet temple,NatureTravel,0
fancied a go at muay thai boxing and upon visiting the elephant bar in khao lak met the owner who said i could buy training sessions i paid 2000 bart for 5 session of at least 1 5hrs of 121 training i went for my first,NatureTravel,0
fantasea in my opinion is a miniature disneyland the cultural show performed was entertaining stadium is located not to far from central phuket my highlight was feeding the elephants after the performance,ShoppingTravel,1
fantastic afternoon on the sunset tour the guides were really helpful and went over and above to make the experience awesome we had a 7 year old in our group and they swam with her the entire time making sure she saw all the sea,NatureTravel,0
fantastic beach had a great time a nice long walk then a dip in the sea then had a few drinks and watched the sunset,NatureTravel,0
fantastic bike tour with wat this is both a fun way and informative way to get to see a lot of bangkok you would not have otherwise found if you have time in bangkok this is definitely worth checking out its also perfect for families overall,NatureTravel,0
fantastic course ran by a fantastic company our instructor ami was really professional and her vast experience over 4000 dives really helped to put your mind at ease whilst underwater knowing you are in safe hands the course itself is well taught and you are given,NatureTravel,0
fantastic crew dive guides were knowledgeable and excited to dive and talk about fish and answer questions etc great dive sites with plenty to see food was absolutely spectacular boat crew were helpful and happy good to share a joke with being able to,NatureTravel,0
fantastic day trip with lunch included at a very reasonable price highlights included kayaking round caves in the beautiful green water discovering nature at its best lots of coves and secluded beaches to be found,NatureTravel,0
fantastic dives,NatureTravel,0
fantastic experience with the elephants where you get to get close to them staff seemed very nice and attentive to the elephants needs this is an ethical jungle sanctuary which looks after elephants who have previously worked in shows and trekking logging elephants don t want to,NatureTravel,0
fantastic from the moment we were collected range of tasks with elephants fabulous guide locals,NatureTravel,0
fantastic full day exploring phang nga oil was a wonderful guide we were picked up from our resort in khao lak in an air conditioned mini bus and taken to the south eastern side of phang nga where we hopped on a long boat and,NatureTravel,0
fantastic island by sunleisureworld and team we got website details with one our our relative we search and got very reasonable price got pick up on time with good ac van and very gentle driver tour was full crowded but after island drop with enjoy,NatureTravel,0
fantastic scenery and warm sea what more do you want in good weather it really is as good as the pics cool to sit and watch the cliff climbers in action too try to avoid the speedboat day tripper hoards if possible,NatureTravel,0
fantastic service and great quality shirts mr don was great to deal with and delivered on his promise thank you,ShoppingTravel,1
fantastic service from mr garry a great personal warm and friendly welcome garry really knows his business and helped us to make the right choices for us went away very happy with fitted jackets trousers and shirts felt very well looked after with attention to,ShoppingTravel,1
fantastic streets are clean and there are certainly plenty of temples to visit some require a cheap 100baht taxi to each most in the city are available by foot loved them all,NatureTravel,0
fantastic team would dive again with raya,NatureTravel,0
fantastic tour today kayaked through 2 caves followed by delicious lunch then to james bond island before a swim fantastic staff were friendly,NatureTravel,0
fantastic viewpoint when in samui,NatureTravel,0
fantastic waterfall with crystal clear water to have a refreshing swim in absolutely lovely spent all afternoon at this national park,NatureTravel,0
fantastic white sand beach,NatureTravel,0
fantasy princess figurines in ball gowns are sprinkled generously on a beach scene with one exception,NatureTravel,0
far less crowded than the main beach areas in and around jomtien and pattaya there are some great restaurants in the area see my youtube and lots of shady trees,NatureTravel,0
fashion island is massive even using the word massive feels like a giant understatement this place is a shopper s paradise the micro shops allow you to find pretty much anything here the cafes and bakeries are also aplenty unfortunately we did not spend too much time shopping,NatureTravel,0
fast food and coffee shops a food court upstairs has the flavor of street food with food stalls,ShoppingTravel,1
faultless and fascinating only 17 of us murray the guide driver was great new everything added on the 15 minute flight off the beach hmm bit choppy really good lunch worth going for the small group,NatureTravel,0
favorite beach on koh lanta easy to find a spot for your self,NatureTravel,0
fed them and gave them a bath we were also taught some commands to help with the feeding and they actually do listen and understand you the elephants were very gentle,NatureTravel,0
feed them bath them twice a day we were a little dubious however the elephants were roaming around and they told,NatureTravel,0
feeding and padding elephants was a rare and interesting experience when they taking the watermelons and bananas from my hand by their long noses,NatureTravel,0
feel and offers at the terminal 21 we also needed specifics for the beach and the rest of the vacation and found everything there not much as,NatureTravel,0
feel free to visit and enjoy discovering something very special in this awesome jewelry store andy will be happy to help n assist you to find a unique piece as she has wide knowledge of stones and her artist husband creates beautiful jewelry made to order,ShoppingTravel,1
few souvenir or bric brac stalls opposite the tarpulin area on right an enclosed area wth mainly clothes shop very narrow margin to bargain,ShoppingTravel,1
few souvenir stalls and some pharmacy main draw here is a very nice view over riverside opposite with wat arun in the background,NatureTravel,0
find a suit and a pair of pants that fit my heavy physique i tried several tailors in past,ShoppingTravel,1
finding an english bookshop in the middle of the phuket town was so exciting this bookshop is located on the phangnga road next to the shrine of the serene light the owner was very well informed about english authors and books the establishment is spread,NatureTravel,0
finding the temple is not easy firstly it isn t signed posted from the road if coming along the 4170 from lamai look for a big tree not a coconut palm tree it is the tallest around and it is on the right hand side of,NatureTravel,0
finding this place is not easy we took a songthaew from lamai towards nathon and left at lipa noi central bus station or sort of from there we asked and walked even people living nearby did not know where it was it was a good 30 mn,ShoppingTravel,1
first impression of mbk was that it completely overwhelmed me from the entrance we could see shop after shop after shop there are many levels,ShoppingTravel,1
first of all because is not set up along a river but in a lagoon but if you have some extra time while you are in hua hin you can make a quick,NatureTravel,0
first of all it is free to enter so why not when you enter the gates there is a beautiful temple right at the front but as you wander there are so many other pretty spaces hidden behind there is the huge gold statues,NatureTravel,0
first of all they were 1 hour late after that we went to the market with a guide she was very nice all was ok at the market even though it s a super touristy place it s interesting,ShoppingTravel,1
first off don t even look at going anywhere else because beachfront divers is the best ton,NatureTravel,0
first off the leaflet says approx 1 5hrs to destination over 3 hours later we arrived after sitting outside someone s hotel for 45 minutes not sure why someone couldn t have rang the customers room we went to monkey temple,NatureTravel,0
first rubber boat dive,NatureTravel,0
first time for me getting a suit tailor made felt like the guys were taking their profession very seriously great quality and service for a fair price,ShoppingTravel,1
first time i ordered a suit and extra jacket from this shop quality was excellent,ShoppingTravel,1
first time in phuket and we had a great scuba diving experience 3 dives in 1 day our instructor,NatureTravel,0
first time in tailor shop and had a good experience about customized suit and shirts i aways had problem off rack suit custom made is prefect fitted and sale guy is really professional and helpful to find colors and styles highly recommend,ShoppingTravel,1
first time in thailand so wanted to experience as much of the scuba world as possible whilst there after a thorough search on tripadvisor and general searches i found sea fun divers they were not the cheapest nor the most expensive but consistently had good reviews,NatureTravel,0
first time visit the night market exciting and full of surprises as we venture into the market for food lovers,ShoppingTravel,1
first time visit to bangkok i was stay at berkeley hotel pratunam i search a tailor on google there many tailor around first i decide to visit platinum mall and near tailor but i really do not like the way they push me to buy suit,ShoppingTravel,1
first time went there to get a suit and pants was treated well and was offered a few suggestions on what colour and material to get overall experience was excellent would highly recommend this store,ShoppingTravel,1
first visit ever to an exhibition and conference took the bts to bang na and walked thu the linked walkway to the convention centre it was quite a long walk but there are electric walkways to aid visitors one complaint air con was off when we,ShoppingTravel,1
first visited this taylor 16 years ago and have been back at least 6 times since great service every time and great shirts suites and no problem if you need things changed,ShoppingTravel,1
first we doubt in the price as i wrote natural product and when we asked the people their they directed us to,NatureTravel,0
first we went to one tailor and then accidently stumbled into mike s tailor,ShoppingTravel,1
first wear proper shoes not flipflops it can be slippery and your swimminggear under your clothes walking along the flowing water you will see many different interesting plants take small stops to see this the walk is easy even my fit mom 77y had no problem,ShoppingTravel,1
firstly the hike was very nice it requires a bit of effort so do not expect it to be a cruise but the guide was excellent with very good english and he gave us some info on some of the wildlife and flora of the area,NatureTravel,0
fit and deliver a suit for a wedding we walked out with a tailored suit that looked superbly amazing we,ShoppingTravel,1
fits well if you buy a lot of stuff from same items but not for normal tourist the clothes,ShoppingTravel,1
fitted and adjusted the shirt proffessionalism and quality are key in this place,ShoppingTravel,1
fitting process and the end product a tailor that really wants you to be satisfied with the product very quick service and pleasant guys greetings from norway,ShoppingTravel,1
five of my cousins and myself from india went to pattaya and had the opportunity to scuba dive with pawel wielocha and his team we had a one hour boat ride from the pier in pattaya to the coral islands none of us had any scuba,NatureTravel,0
five shirts and three dresses it was absolutely came out very nice we were staying in hilton karon on the last fitting everything was perfect and neat all of,ShoppingTravel,1
flat course with a lot of water close to khao kheow national park ok course,NatureTravel,0
floating market and temples at the old capital of siam we,ShoppingTravel,1
floating market is a market where local villagers sell products is a local food,ShoppingTravel,1
floors 6 7 are dedicated to food choices which are excellent choices this is also accessible to the bts metro rail,ShoppingTravel,1
flower market and a canalroute on a longboat loved it our tourguide yuut was awesome,ShoppingTravel,1
fluent english spoken staff genuine price for suit shirt custom made and best of best quality with excellent service,ShoppingTravel,1
followed by an incredible jungle meal i definitely recommend blue,NatureTravel,0
food and closed shoes are not allowed,ShoppingTravel,1
food and drinks better advice the nigh market,ShoppingTravel,1
food and goods themis store located on thepkrasattri road is biggest one in phuket with a huge variety to choose from,ShoppingTravel,1
food and views were incredible we highly recommend this for your visit to phuket island,NatureTravel,0
food at the mountain village and all your great stories about nature and thanks for sharing the photo s,NatureTravel,0
food available and many chairs around park we loved the floating pool which you can drift around,NatureTravel,0
food bazaar with lots of interesting food choices plenty for families to do swensens ice cream store on the ground floor served great sundaes,ShoppingTravel,1
food court,ShoppingTravel,1
food court and many speciality shops downstairs are massage,ShoppingTravel,1
food overall a really 5 star company i have over 100 dives made in south east asia and,NatureTravel,0
food some night market on the other side,ShoppingTravel,1
food stores,ShoppingTravel,1
food vendors and temples she was absolutely delightful very friendly,NatureTravel,0
food very tasty and we could easily tell that the cook must be talented service was great and atmosphere,NatureTravel,0
food was excellent waiters speak good english and are easy to understand they even took great photos of us the view is fantastic even if we were at the roofdeck,NatureTravel,0
food was good and a free flow of soft drinks can t ask for more staff and dive instructors equally as amazing thanks for the great day,NatureTravel,0
food was reasonably priced for the island,NatureTravel,0
food wave food court looked a great location for lunch sadly i didn t get anywhere near the food as on entering was greeted with such eye watering rudeness from,ShoppingTravel,1
footwear and a locker participants then get into the back of a ute or trailer and taken up river the,NatureTravel,0
for a muslim pls be aware too many pig leather product here likewise at the other shoe shop atound hat yai can be recognize as soon as you see that 3 dot pattern,ShoppingTravel,1
for all general bits of shopping,ShoppingTravel,1
for an intermediate mountain biker,NatureTravel,0
for coming to my aid after a fire at our condominium complex destroyed all my work clothing in april 2019 i literally had nothing left but the clothes on my back after a couple of back and forth,ShoppingTravel,1
for decades now we are dedicated clients of this brand we straight away ordered 2 pieces burberry styled sport coats,ShoppingTravel,1
for me it has been the first time at ricky s taylor shop but i m sure not the last time trust this tells everything,ShoppingTravel,1
for me there are three or four wats in central chiang rai that are really worth seeing and this is one of them great roof,ShoppingTravel,1
for me tiger cave temple needs more time to explore than the 90 minutes we were given during the tour it is a truely holy place with an amazing jungle out there so if i could choose,NatureTravel,0
for more than fifteen years harry gulati is supplying our wardrobe carefully started with two suits and shirts as a trial harry still is producing as well my wifes as mine suits,ShoppingTravel,1
for over a decade i have been using pierreboutique i wear his garments 5 days a week and can conclude his quality of materials and workmanship is excellent since i have had no pants with stitches coming of i have tried many different tailors but,ShoppingTravel,1
for selling the products so the customers must stoop for buying it is the origin of the name gong khong market it means,ShoppingTravel,1
for shopping and coffee breaks in between,ShoppingTravel,1
for thanksgiving 2018 we visited thailand and the elephant sanctuary fabulous trip ap holiday tours arranged everything and accommodated several last minute additions of people and changes to the itinerary with ease the elephant sanctuary was a magical way to spend thanksgiving day so much,NatureTravel,0
for the best tailor in chiang mai one can not go past fashion king in kalare night bazaar for expertise,ShoppingTravel,1
for the first time in my life i have visited a tailor it was a really good experience along with my youngest son,ShoppingTravel,1
for the lovers of visiting all temples this one is very special because you can see three quite big crocodiles that live at the area of it there is nice place to chill nearby also,NatureTravel,0
for the mild thrill seekers some challenging areas to manoeuvre but our guide was very helpful throughout the forest trails overall was definitely worth the money and must say very exciting,NatureTravel,0
for the sake of kpop bars and light bites would love to visit at night and enjoy sunset although the place is quite far,NatureTravel,0
for the second time amorn s made me some very fine clothes i was very satisfied with everything so i will definitely come back to this shop again i can really recommend this place for the quality and service and craftsmanship,ShoppingTravel,1
for those who visit krabi ought to try out the atv ride they got few places and trails 1st we went was just so so ok for beginners the 2nd place was 10x better went out from the place to the forest and hills cant remember whr we took the,NatureTravel,0
for us with family really good when going on your private boat 100 baht per person return to go to orchid farm or merit temple we chose orchid farm beautiful,NatureTravel,0
for years river city was the place to go for antiques in bangkok while there are still many antique shops of a high standard river city has seen better days it is very clean and tidy but i do not think it attracts many customers any,NatureTravel,0
for years we have been wanting to get a suit and a dress custom tailored but never pulled the trigger mainly cause of time constraints,ShoppingTravel,1
foreigners are asked to pay thb 200 in order to visit shops that sell mediocre clothes and souvenirs of course thai people don t have an entrance fee this racist dual price policy is very common and accepted throughout thailand we refused to pay the fee,ShoppingTravel,1
