summary,type,category
loved the openness of the breakfast area with the sea view,LocationReviews,0
loved the position of this little gem of an hotel within the old city walls so convenient for exploring old chiang mai,LocationReviews,0
loved this green little paradise with its spacy and clean apartements,ServiceReviews,1
loved this hotel the room was so clean and modern,ServiceReviews,1
loved this place,LocationReviews,0
loved this place despite being very close to the khaosan road and the main temples,LocationReviews,0
loved to huts more on less on the beach,LocationReviews,0
lovely and clean this family run hotel takes care of its guests,ServiceReviews,1
lovely beach location suitable for photoshoots breakfast was adequate and tasty,LocationReviews,0
lovely big pool,ServiceReviews,1
lovely food with a great atmosphere,LocationReviews,0
lovely grounds and great location,LocationReviews,0
lovely hotel in a great location close to the beach,LocationReviews,0
lovely hotel located on the beach in the south if khao lak,LocationReviews,0
lovely hotel with an excellent served breakfast and a very helpfull and friendly staff,ServiceReviews,1
lovely little guesthouse on a quiet street in khao lak away from the bustle and noise but close enough to walk to everything including the night markets,LocationReviews,0
lovely little pool,ServiceReviews,1
lovely location away from the main road,LocationReviews,0
lovely location for the beach,LocationReviews,0
lovely peaceful setting,LocationReviews,0
lovely place,LocationReviews,0
lovely place as a budget hotel,LocationReviews,0
lovely place i would stay there again,LocationReviews,0
lovely place in a great location with fabulous breakfast,LocationReviews,0
lovely place nice and clean,LocationReviews,0
lovely place people who took care of my mom who suffered from a major hernia at the time,LocationReviews,0
lovely place to sit and drink and watch the sunset,LocationReviews,0
lovely place to stay in the heart of koh phi phi,LocationReviews,0
lovely place with fab,LocationReviews,0
lovely place with friendly and many things to do around,LocationReviews,0
lovely place with very friendly people,LocationReviews,0
lovely pool and friendly helpful staff,ServiceReviews,1
lovely pool area but again old and in need to a paint job although the pool itself is lovely,ServiceReviews,1
lovely quiet and small resort to completely chill out,LocationReviews,0
lovely quiet location tucked away from the madness of the street,LocationReviews,0
lovely restaurant in hostel serving tasty thai food,ServiceReviews,1
lovely rooftop pool and well equipped clean fitness centre,ServiceReviews,1
lovely room and really big room also the toilet is more space but one thing that i suggest to improve is air condition should be bigger than this cause big room but,LocationReviews,0
lovely room with aircon,ServiceReviews,1
lovely rooms with lanna style touches and modern bathrooms,ServiceReviews,1
lovely setting on beach spent new years eve there which was very special,LocationReviews,0
lovely small hotel in small quiet back street,LocationReviews,0
lovely small resort within 5 minutes of the airport and naiyang beach,LocationReviews,0
lovely staff,ServiceReviews,1
lovely staff 3 clean and modern looking room,ServiceReviews,1
lovely staff and even gave us a gift for new year clean rooms,ServiceReviews,1
lovely staff and top notch service,ServiceReviews,1
lovely staff really quick to any request,ServiceReviews,1
lovely staff very helpful,ServiceReviews,1
lovely warm staff and a very comfortable room all located in a little side street,ServiceReviews,1
luckily we stayed in this place only one night in january 2018 and we won t go there any more we chose this place for the good reviews on ta but we totally disagree with them,LocationReviews,0
luxury rooms garden pool,ServiceReviews,1
made a great decision by choosing this place,LocationReviews,0
magnificent garden quiet and peaceful,LocationReviews,0
maid service everyday,ServiceReviews,1
main part closer to the beach and pool was 3,LocationReviews,0
main reason is has a connected walkway to the surasak bts skytrain station,LocationReviews,0
main thing about this hotel is its location,LocationReviews,0
make sure that you see actual views of your unit,LocationReviews,0
make sure to order breakfast ahead of time to have it set up by the pool,ServiceReviews,1
mali garden is in the middle of the city,LocationReviews,0
management and staff are super helpful and friendly,ServiceReviews,1
management need to understand that people wake up and want to relax at breakfast,LocationReviews,0
manager and staff are friendly and helpful,ServiceReviews,1
many asean students stayed here as this hotel was very near to ramkhamhaeng university and rajamangala national stadium,LocationReviews,0
many attractions and sunday walking street are next door,LocationReviews,0
many luxury hotels are located on the northern part of the beach but i really choose this part instead the hotel breakfast includes omeletts,LocationReviews,0
many places we wanted to visit were nearby,LocationReviews,0
many shops and markets nearby,LocationReviews,0
many street food stalls are near at a walking distance,LocationReviews,0
massage options right outside the villas and restaurants nearby the hotel,LocationReviews,0
massive spacious room with extremely comfortable bed,ServiceReviews,1
max 2 star hotel breakfast is nothing can you believe the fruits in pattaya just watermelon pool was very cold and nobody can use it just for watching and in meddle of pool they put some big metal because some tiles is broken staff was not helpfull i think they do not have,ServiceReviews,1
maybe 5 or 10 years ago there was a beach here but today jan 2019 there is no beach,LocationReviews,0
maybe i had bad luck to be the first customer after 4months but the place was full of mold and very bad smell from ac unit,LocationReviews,0
maybe there is new management staff is friendly but totally incompetent,ServiceReviews,1
mcd beach 5min walk mosque 10 15 min walk room clean everyday replenish drinking water everyday change new towel everyday room size spacious for twin bed room friendly ms kik reception,LocationReviews,0
md is in the old city of chiang mai,LocationReviews,0
me and a couple of friends have been traveling around thailand and stopped at this place following the recommendation from a good friend,LocationReviews,0
me and a friend had a wonderful stay at lanta coral beach resort,LocationReviews,0
me and my boyfriend got dropped off by a group taxi outside and i was too busy trying to find the guest house that i left my bag with 2 passports,LocationReviews,0
me and my boyfriend have never stayed in a hostel before but on this trip we needed too and i couldn t recommend this hostel enough super clean fresh towels everyday,ServiceReviews,1
me and my boyfriend stayed a week at this beautiful and peaceful hotel,LocationReviews,0
me and my boyfriend travelled to yanui beach in august and were so impressed with yanui beach hideaway,LocationReviews,0
me and my cousin spent a couple of days there and it was the must amazing accomondation we got in thailand the price is totally worth it its right next to the fullmoonparty and the infinitypool is literally above the beach,LocationReviews,0
me and my family staid in the family room for 4 night s and it was amazing thank you for the friendlies and helpful staff,ServiceReviews,1
me and my fianc spent 4 nights att this wonderful place,LocationReviews,0
me and my friend relax in this resort away from the croud for a week the rooms were simple but clean and the wiew was very beautifoul if you want to relax this is the placehad little restaurant with both thai and western food staff was nice and kind,LocationReviews,0
me and my friends got the single room and it was very clean and fully equipped,ServiceReviews,1
me and my girlfriend spent two hectic days in the capital of thailand before heading down south east to ko kut and we were on the lookout for a hotel that was clean,ServiceReviews,1
me and my partner stayed here for a week in the double bed room is was clean the shower was good hey gave us new toilet roll and towels most days which was good,ServiceReviews,1
me and my wife decided to stay here for our tour of phuket it was extremely enjoyable with very polite staffs and a joy to see them every morning the pool is a good size and all the amenities close by,ServiceReviews,1
me and my wife spend our honeymoon here and nothing bad to tell the place is so wonderful and so quietly staff was helpful with everything it takes about 20 min on at scooter to get to center but it cost 200 bath to rent for a day heaven on earth go here,LocationReviews,0
meant we had space for the kids and their own bathroom,LocationReviews,0
mestyle is one of my favourite place to stay while in bkk,LocationReviews,0
miggys guesthouse is a great place to start or end your thailand trip in bangkok,LocationReviews,0
mingshou boutique hotel is ideally situated on krabi road in the heart of the now well presented old town of phuket,LocationReviews,0
minutes from the beach restaurant downstairs owned by the same people haggle with them if you wish for a discount or price matching in the,LocationReviews,0
modern feel is all about this place,LocationReviews,0
modern hotel about a 5 minute walk to busy sukhumwit street in the heart of one of bangkok s major touristy areas i paid about 120 a night at the height of the tourist high season dec 30 31 for an enjoyable stay here yes,LocationReviews,0
modest accommodations close to fabulous food options and shopping galore,LocationReviews,0
monaburi is a small hotel near rawai beach 12 rooms,LocationReviews,0
moonlight place is a small hotel with four floors,LocationReviews,0
more clean than every other hotels i experienced,ServiceReviews,1
more or less clean,ServiceReviews,1
more over its quiet because the hotel is at a side road,LocationReviews,0
moreover you still have an advantage of being close to the supermarket,LocationReviews,0
most comfortable bed in thailand and the friendliest staff,ServiceReviews,1
most furniture is like antiques but clean,ServiceReviews,1
most of the rooms are viewing to the pool in the middle of resort,ServiceReviews,1
most of the staff does not speak english,ServiceReviews,1
mostly everything i wanted to see was within a 20 30 minute walking distance max,LocationReviews,0
mother and son who run this place are amazing and you feel here even more at home than at home,LocationReviews,0
mountain beach hotel the mountain beach hotel in pattaya is not the number one address in town when it comes to pick a hotel,LocationReviews,0
mrt and china town and has a nice open part on the street,LocationReviews,0
ms pracha and mr si both staff made my stay so comfortable they r very helpful and provide good info needed hotel is decently good and rooms r huge book thru agoda which gives the best rates and though i had a little problem during checking in agoda service recovery,ServiceReviews,1
my adventure began as i arrived late 11 30pm roughly however i had informed the staff prior to arriving i would be late and was told that was not an issue,ServiceReviews,1
my boyfriend and i booked this place for two nights,LocationReviews,0
my boyfriend and i had just arrived today wanting to watch the united match somewhere and this great wee place was right beside our hotel,LocationReviews,0
my boyfriend and i picked this resort to have a relaxing stay in after a busy break in phuket,LocationReviews,0
my dad chose this place because of the location of it,LocationReviews,0
my experience at absolute bangla suites were out of this world the staff go out of their way to assist in any way possible,ServiceReviews,1
my experience at the pensione capri on surin beach,LocationReviews,0
my experience can be summarised as below what is impressive great location,LocationReviews,0
my family and i checked in into this place and really enjoyed our stay here,LocationReviews,0
my family and i loved everything about this beautiful hotel located in a cozy neighborhood,LocationReviews,0
my family and i stayed in a 2 bedroom apartment,ServiceReviews,1
my family and i were looking for something affordable and decently close to both the airport and bangkok attractions for our last night before flying back to vancouver,LocationReviews,0
my family of 33 visited this place in december,LocationReviews,0
my fiance and i stayed here for 3 nights on a mini backpacking tour around thailand for 2 weeks this destination was the one i was looking forward to most after a busy week saw us go from bangkok to phuket to phi phi don this was a relaxing do nothing part of our stay and,LocationReviews,0
my first solo travel but after reaching this hotel i was so happy got quick check inn and staff was so helpful specially nik and lin on front desk always there to help you regarding anything,ServiceReviews,1
my friend and i booked for a week in this hotel and when we took a taxi from bangkok to hotel even taxi driver had difficulties to find the address after a phone conversation with the reception,LocationReviews,0
my friend and i have been travelling around thailand for a few weeks but we have never had a worse customer service,ServiceReviews,1
my friend and i really enjoyed our stay at thai time the location was perfect with the markets at your door step and the staff were so helpful,LocationReviews,0
my friend and i spent 4 days here and it was the perfect place for relaxing,LocationReviews,0
my friend and i stay here for three days it was very good room and clean good ac staff are very friendy speak good english and good location close to eveything restaurant and bar good price highly recommend,ServiceReviews,1
my friend and i stayed for a night and felt that we grew close to the people at the guest house after spending 24 hrs with them,LocationReviews,0
my friend and i stayed here for about a week during the yi peng loi krathong lantern festival and could not have picked a better place,LocationReviews,0
my friend booked this place for staying from dec 22 to dec 27,LocationReviews,0
my friend recommended this place and i would not hesitate to recommend this to other,LocationReviews,0
my friends and i booked this last minute because we needed a place to stay on koh phi phi near the nightlife,LocationReviews,0
my girlfriend and i arrived here and fell in love with the garden and surroundings the room was a great size with good air con and staff were lovely meeting point is perfect for cheap cocktails and bbq,ServiceReviews,1
my girlfriend and i stayed in this hotel for 2 nights how we were able to survive those nights is still a mystery to me just kidding good side nice wifi tv has cable channels in english nice reception bad side the view of pattaya beach is not like what they,LocationReviews,0
my girlfriend and myself found this place on airbnb and as soon as we got there we felt at home vic is a very laid back,LocationReviews,0
my husband and i and another couple stayed at tanote bay villas over the new years holiday and were extremely happy with our choice despite the bridge to the beach being out for construction and the walk down being a workout which we did not mind at all we loved the grounds,LocationReviews,0
my husband and i came here during our honeymoon trip and this was by far our favorite place,LocationReviews,0
my husband and i ended up at lamai coconut beach resort after being at cosi in chaweng and having a horrible experience,LocationReviews,0
my husband and i just loved the place beautiful resort,LocationReviews,0
my husband and i spent 6 nights at the hyde park residence and we could have easily spent a month there we booked the duplex park view room and it was a comfortable amount of space we loved having a separate living room,LocationReviews,0
my husband and i spent a wonderful 10 days at the paleo wellness retreat in phuket and came home relaxed and reinvigorated with all the information to live a healthy lifestyle,LocationReviews,0
my husband and i were on a scooter looking for a place to have our 1st breakfast at koh yao noi,LocationReviews,0
my husband and i were placed here after he was taken ill on holiday and had a hospital stay he was then discharged to this hotel curtesy of our holiday insurance,LocationReviews,0
my husband found this place through a friend who previously stayed a few weeks prior and have to say the hotel was beautiful with gorgeous woodwork and tile throughout the owner and staff were incredibly thoughtful and helpful we truly felt,LocationReviews,0
my kids and i enjoyed the stay and we really enjoyed the walk into their huge garden,LocationReviews,0
my main issue was the poor customer service,ServiceReviews,1
my mother had a dreadful fall as she was keen to look at the wonderful view from the 4th floor bedroom verandah,LocationReviews,0
my mum and i stayed at the park village rama 11 hotel,LocationReviews,0
my only cons would be the faint sewage smell coming from an open pipe in our bathroom which was easily fixed by closing the door and the bed was quite firm,ServiceReviews,1
my partner and i recently visited the island and were over the moon to have found this little gem our lovely,LocationReviews,0
my partner and i stayed here after been quoted 2500 bhat to stay in a place with a sea view and air con we decided to look elsewhere,LocationReviews,0
my partner and i stayed in baby jane for 4 nights and it was incredible the views were amazing and the villa was absolutely spotless,LocationReviews,0
my partner was craving a burger and settled for this place as we were walking past,LocationReviews,0
my peaceful stay was disrupted by the extremely rude and aggressive minivan driver who has a serious attitude problem he deliberately waited for me to arrive at the van and then before i could get the door,LocationReviews,0
my recent stay at nine place sukhumvit 81 in bangkok thailand was an unexpected and pleasant experience,LocationReviews,0
my review is more about the breakfast buffet than hotel the food was ok but is was more about the customer service the manager actually asked me to leave i still had a coupon book for ten buffet breakfast the manager actually asked me to sell him back the left coupons he thought,ServiceReviews,1
my room 6 was very spacious and comfortable,ServiceReviews,1
my room opened up onto the pool and was great to be able to have a swim and quiet drink,ServiceReviews,1
my room was bright clean,ServiceReviews,1
my room was clean,ServiceReviews,1
my room was clean and comfortable,ServiceReviews,1
my room was clean and had great zircon during the evening,ServiceReviews,1
my room was just outside the pool,ServiceReviews,1
my room was not ready yet so i said i will go to the pool can i have a towel to which she said no,ServiceReviews,1
my room was very comfortable and the hostess is wonderful,ServiceReviews,1
my second stay here in the last two months quite a good location only 500 m from sukhumvit road,LocationReviews,0
my second time stayed at this place,LocationReviews,0
my wife and i had a relaxed family break in the villa s with our two teenage daughters,LocationReviews,0
my wife and i have been there for 8 days the last week of november early december and it is a place perfect to go on a budget,LocationReviews,0
my wife and i started our asia trip in bangkok and of all hotels we stayed this one was the best by far i never had such an relaxing check in experience like here,LocationReviews,0
my wife and i stayed at fuengfa place 3 nights in our trip,LocationReviews,0
my wife and i stayed at krabi forest homestay in ao nang for seven nights with a one night break on kho phi phi,LocationReviews,0
my wife and i stayed here for one night because it was close to don meaung airport 30 minutes,LocationReviews,0
my wife and i stayed here from 28 dec 2018 02 jan 2019 the hotel is situated just off the main road,LocationReviews,0
my wife and i stayed in the 1 bedroom room 40sqm at p,ServiceReviews,1
my wife and l stayed for 3 nights at la vela as the first stop on our holiday we booked it on the back of the great reviews and as a place to recover from the jet lag and relax before moving onto our next resorts,LocationReviews,0
myself and a friend stayed here for a few nights when staying in chaing mai and have to say it was an absolute pleasure we were able to get clean water,ServiceReviews,1
myself and my partner stayed at this hotel as it is near our friend that lives in bangkok,LocationReviews,0
myself and partner residents of nearby samui have just checked out of this resort,LocationReviews,0
mystic place has closed the entire block is to be demolished as saphan khwai,LocationReviews,0
n excellent location in the nimman neighborhood allowing to easily reach everything around by foot,LocationReviews,0
naiyang beach is my most favourite beach in phuket thailand,LocationReviews,0
nana plaza 5 minutes walk,LocationReviews,0
naroua villas are tastefully designed and have spectacular views,LocationReviews,0
near a few bars,LocationReviews,0
near airport plaza,LocationReviews,0
near bts but peaceful,LocationReviews,0
near bts nana and sukhumvit road,LocationReviews,0
near by bang niang beach and walking distance and restuarant with bar very comfortable with the area,LocationReviews,0
near chatucak market and big c department store and halal food,LocationReviews,0
near chatuchak market,LocationReviews,0
near food place,LocationReviews,0
near huai khwang station,LocationReviews,0
near kamala beach,LocationReviews,0
near kao san road,LocationReviews,0
near lat phrao mrt,LocationReviews,0
near local food court,LocationReviews,0
near mrt station,LocationReviews,0
near nightmarket and many restaurants,LocationReviews,0
near on beach,LocationReviews,0
near patong hospital everything was perfect clean comfortable guest house,LocationReviews,0
near platinum mall and pratunam market,LocationReviews,0
near shoping mall,LocationReviews,0
near shopping area and walking distance platinum mall and central world,LocationReviews,0
near some very good and cheap restaurants,LocationReviews,0
near the beach,LocationReviews,0
near the beach,LocationReviews,0
near the beach and a lot of nice people to hang with,LocationReviews,0
near the beach and at one end of the main road so quiet in the evenings,LocationReviews,0
near the beach and run by such a lovely older couple who speak english and work hard to ensure the guests have a lovely stay,LocationReviews,0
near the bts station useful with rainy weather,LocationReviews,0
near the grand place,LocationReviews,0
near the main road and even 400 meters from bus station,LocationReviews,0
near the place,LocationReviews,0
near the river and close to the centre,LocationReviews,0
near the river and nice view less touist,LocationReviews,0
near to bangla road and patong beach,LocationReviews,0
near to banks,LocationReviews,0
near to everything but it seems like your a million miles away when you lying by the pool,LocationReviews,0
near to evrything,LocationReviews,0
near to mrt and worth to return more,LocationReviews,0
near to restaurants and litlle supermarket,LocationReviews,0
near to the beach and a lot of restaurants,LocationReviews,0
near to the beach and not so far from bangla road 10min walking,LocationReviews,0
near to the city centre,LocationReviews,0
nearby a 24 7 convenience store and local food vendors available at the corner,LocationReviews,0
nearby a local food market,LocationReviews,0
nearby are many good restaurants and cafe,LocationReviews,0
nearby asiatique is the main reason that i choose it for my stay this round,LocationReviews,0
nearby beaches and easily accessible around town,LocationReviews,0
nearby famous restaurants just walk along the beachexcellent staff services,LocationReviews,0
nearby restaurants are great,LocationReviews,0
nearby the thewet pier for travelling into town,LocationReviews,0
neat and clean well maintained,ServiceReviews,1
need to train staff to have better quality service mind when you are working in a location that is gear forward tourist market,ServiceReviews,1
need walk ard 12 15 mins to platinum mall,LocationReviews,0
needed a place to sit down,LocationReviews,0
needed a place to stay to check out the area,LocationReviews,0
needed my gps to find the place,LocationReviews,0
needing a stop overnight near suratthani airport,LocationReviews,0
negative points far fr bts nana bts is the nearest which is 1 km away,LocationReviews,0
nestled away just off dinsor road this little jem is everything you need for a cheap bangkok getaway,LocationReviews,0
nestled quietly in a shady coconut grove but near everything,LocationReviews,0
never wrote a review as kata delight was a hidden gem in the now sadly over built and packaged kata beach,LocationReviews,0
new adorable name good location to all sightseeing and delicious truly local food,LocationReviews,0
new and clean with good aircon,ServiceReviews,1
new clean hotel,ServiceReviews,1
new hotel with good price and location,LocationReviews,0
next to great restaurants street foods,LocationReviews,0
next to the city center,LocationReviews,0
nice 2 bedroom,ServiceReviews,1
nice accommodation establishment but somewhat hard to find at the back of a very run down shopping centre really in a location well removed from tourist shops and the main centre,LocationReviews,0
nice air conditioned and clean room with shared showers close by,ServiceReviews,1
nice and clean bungalow in a modern style,ServiceReviews,1
nice and clean hotel worth staying,ServiceReviews,1
nice and clean room,ServiceReviews,1
nice and clean room with pool connected,ServiceReviews,1
nice and clean rooms,ServiceReviews,1
nice and cozy place with good price and facilietes,LocationReviews,0
nice and friendly place to stay always clean rooms and friendly staff,LocationReviews,0
nice and friendly staff great breakfast good selection incl,ServiceReviews,1
nice and helpful staff in general,ServiceReviews,1
nice and quiet location,LocationReviews,0
nice and quiet round the pool,ServiceReviews,1
nice and quiet with great views,LocationReviews,0
nice and quite resort in a perfect position in ko lanta 10 minutes walk from the main street and beach relax beach super nice for the sunset or dinner breakfast international nice and enough receptionists nice with guest they can bring you at the pier they can also rent,LocationReviews,0
nice and very kind staff,ServiceReviews,1
nice and welcoming place,LocationReviews,0
nice apartments away from the bustle of pattaya and jomtien relaxing atmosphere to chill out and unwind helpful staff and good food delivery service if you don t like walking hire a motorbike on site highly recommended,LocationReviews,0
nice area of bangkok and a 10 min walk to the shopping centres and skytrain,LocationReviews,0
nice atmosphere and pleasant serving staff serving a good range of draught beers,ServiceReviews,1
nice bathroom,ServiceReviews,1
nice bathroom and pool,ServiceReviews,1
nice bathroom the staff was professional and friendly,ServiceReviews,1
nice beach and swimming pool,LocationReviews,0
nice beach nice pool nice views very wow bbq and movie s on the beach good cocktail very special,LocationReviews,0
nice big rooms with big comfortable beds,ServiceReviews,1
nice breakfast and nice swimming pool,ServiceReviews,1
nice budget place and a very good location,LocationReviews,0
nice bungalows right next to the beach,LocationReviews,0
nice cheerful cleaning staff,ServiceReviews,1
nice clean 3 star hotel small,ServiceReviews,1
nice clean bathroom,ServiceReviews,1
nice clean new hostel,ServiceReviews,1
nice clean rooms,ServiceReviews,1
nice clean rooms and nicely decorated,ServiceReviews,1
nice clean rooms with a shower,ServiceReviews,1
nice clean sheets and bathroom,ServiceReviews,1
nice clean simple hotel with a nice pool and easy 5 to 10 min walk access to the beach,ServiceReviews,1
nice comfortable room,ServiceReviews,1
nice easy walk down to the beach front,LocationReviews,0
nice for budget travelers the location is on hill,LocationReviews,0
nice for those who like sunbathing or just lounge around the pool,ServiceReviews,1
nice for who want to visit the quite island and this place is the right name for relaxing time of slow life holiday,LocationReviews,0
nice hostel good location near victory monument and have two 7 eleven around that hostel,LocationReviews,0
nice hostel very clean,ServiceReviews,1
nice hotel about 5 minute walk from phrom phong bts station,LocationReviews,0
nice hotel and amazing staff its a motel kind of hotel with super mini golf and garden in noisy area so no sleep but good for young travelers the lady in front desk v nice lady try to help with all efforts,ServiceReviews,1
nice hotel and great staff they couldn t have been better,ServiceReviews,1
nice hotel good location near the beach,LocationReviews,0
nice hotel staff,ServiceReviews,1
nice hotel with very friendly staff,ServiceReviews,1
nice italian restaurant on the beach by the pool that does superb bolognese,LocationReviews,0
nice landscaping and large pool,ServiceReviews,1
nice little hotel with big cozy rooms very modern and clean,ServiceReviews,1
nice little place,LocationReviews,0
nice little place with 5 large bungalows and about 18 apartments,LocationReviews,0
nice little place with a swimming pool and close to the beach,LocationReviews,0
nice location,LocationReviews,0
nice location and rooms are clean,LocationReviews,0
nice location and staff very helpful in a very quiet area,LocationReviews,0
nice location near patong beach and market,LocationReviews,0
nice location on loi kroh rd,LocationReviews,0
nice location with plenty of food places nearby,LocationReviews,0
nice looking hotel rooms however ac did not work properly and the staff was not very friendly,ServiceReviews,1
nice modern room very clean,ServiceReviews,1
nice place,LocationReviews,0
nice place and not to expensive,LocationReviews,0
nice place but a bit of a walk from the bts,LocationReviews,0
nice place dont worry new property,LocationReviews,0
nice place nearly chaina town where the oldest area in thailand,LocationReviews,0
nice place to stay,LocationReviews,0
nice place to stay with very helpful workers,LocationReviews,0
nice place with different sized bungalows,LocationReviews,0
nice place with helpful staff providing good service,LocationReviews,0
nice pool area,ServiceReviews,1
nice pool in the garden,ServiceReviews,1
nice quiet location away from the hustle,LocationReviews,0
nice resort very clean,ServiceReviews,1
nice restaurant with great crab cakes and friendly staff,ServiceReviews,1
nice roof top pool,ServiceReviews,1
nice room and clean,ServiceReviews,1
nice room but would stay in one bedroom apartment next visit,ServiceReviews,1
nice room with nice staff,ServiceReviews,1
nice room with sea view,LocationReviews,0
nice rooms and very clean and well looked,ServiceReviews,1
nice rooms with great terraces near the best beach at koh lanta,LocationReviews,0
nice seating facing the road with fans for cooling you down,LocationReviews,0
nice secluded little place with a queen bed and a 2 seat couch,LocationReviews,0
nice size room with a balcony but a small bathroom but nice shower,ServiceReviews,1
nice small hotel near everything,LocationReviews,0
nice spot to get away from the busy night life,LocationReviews,0
nice staff,ServiceReviews,1
nice staff and clean rooms,ServiceReviews,1
nice swimming pool,ServiceReviews,1
nice swimming pool to cool off and the staff is very helpfull,ServiceReviews,1
nice view and any facilities it great full,LocationReviews,0
nice view over surin from the hillside you even can spot the sea and bangtao beach,LocationReviews,0
nice villas with private pool a dream come true,ServiceReviews,1
nice well located resort in aonang,LocationReviews,0
nicely decorated and comfortable,ServiceReviews,1
nicely located,LocationReviews,0
nicky s guesthouse is an amazing place to eat food is reasonably priced size of the servings are huge to say the least service is always friendly atmosphere is nice and casual always have daily specials and on weekends the sunday roast,LocationReviews,0
night bazaar is 15mins drive from the hotel,LocationReviews,0
night markets and the old city,LocationReviews,0
night staff were friendly and showed us round,ServiceReviews,1
nightlife entertainment just opposite the street,LocationReviews,0
nirvana is a great place to stay the staff and manager are very friendly and helpful,LocationReviews,0
nnj is located about 10 minutes walk from the bangla road and the beach,LocationReviews,0
no aircondition day time,ServiceReviews,1
no basic amenities in the room or in the bathroom,ServiceReviews,1
no breakfast served we knew while booking,ServiceReviews,1
no complaints as its in a quiet neighborhood with everything that you need,LocationReviews,0
no doubt both balcony couryard seaside are the greatest hotels in sri racha area,LocationReviews,0
no doubt the place is very charming but it is very far from the city,LocationReviews,0
no frills guest house centrally located in shopping district opposite mbk annex siam discovery,LocationReviews,0
no good restaurants nearby only 7 11 within,LocationReviews,0
no one stays there to help you out not clean looks like a workers apartment that are even cleaner if you want to experience it i leave you to it for me never again,ServiceReviews,1
no place four luggage,LocationReviews,0
no pool,ServiceReviews,1
no shopping malls nearby,LocationReviews,0
no smelly bedroom,ServiceReviews,1
no staff,ServiceReviews,1
no street noise,LocationReviews,0
no view,LocationReviews,0
no washer dryer but there is a good laundry shop nearby,LocationReviews,0
no where in the hostel information is it mentioned that the hostel does not have 24 hour check in facility,ServiceReviews,1
no words are enough to describe our feeling after staying in this resort in a 2 bed sea view villa,LocationReviews,0
noodle soup is scrumptious many eatery around the hotel ratchada night market is just one station away staff are friendly my room is ok clean,ServiceReviews,1
normally in sea,LocationReviews,0
not a fancy place but the food was good and did not cost much,LocationReviews,0
not a fancy place but very comfortable,LocationReviews,0
not a place to relax at all the garden is nice but why should any one staying there have to listen to the sound,LocationReviews,0
not bad this place but the food in their restaurant was awful,LocationReviews,0
not close to the beach,LocationReviews,0
not commercial like the highly rated chain style vegetarian restaurants in the city,LocationReviews,0
not enough beds by the pool,ServiceReviews,1
not far from restaurants but a bit of a walk to the beach a smelly walk staff not very friendly,LocationReviews,0
not far from the beach,LocationReviews,0
not far to tapae gate and walking street,LocationReviews,0
not for its spacious bedroom king size bed luxurious bathroom private balcony resurants bars and swimming pool,ServiceReviews,1
not good place to stay should be cheaper small rooms,LocationReviews,0
not in beach side but very close to patong beach,LocationReviews,0
not many taxi drivers know the way and they tend to use the jammed up road trust google maps and you can cut through north park for a shorter journey,LocationReviews,0
not much else to do in the evening nearby disco can be heard depending on location of your room,LocationReviews,0
not only for its location and high service standards but particularly the staff of the hotel that always make it the,LocationReviews,0
not safe to keep your belongings inside the room told by receptionist as someone may enter the room and take it,ServiceReviews,1
not so comfortable and clean,ServiceReviews,1
not sure how to describe this resort amazing friendly efficient restaurant staff,ServiceReviews,1
not the cleanest hostel i have been to but it was fairly clean with lots of bathrooms,ServiceReviews,1
not very central but near a park and close to thape gate a spot for street food for dinner,LocationReviews,0
not very clean,ServiceReviews,1
not very clean rude staff very poor breakfast wifi doesn t work properly small cold swimming pool only good think is location not rushing back,ServiceReviews,1
nothing seems to be too much trouble for the receptionists and the rest of the staff are equally accommodating,ServiceReviews,1
nothing special located next to friends bar,LocationReviews,0
nothing to say about the staff,ServiceReviews,1
nothing too difficult for the staff and the food was fresh fantastic and very reasonably priced thanks and well done to andy and the staff for the experience,ServiceReviews,1
nov 2016 the guesthouse is very close to the tae phae gate,LocationReviews,0
novotel bangkok bangna near airport and lower price,LocationReviews,0
now even it is not busy the chef is cramming where she switch orders,LocationReviews,0
now it is rainforest with staff really nice and friendly,ServiceReviews,1
now the place is seriously run down,LocationReviews,0
oasis yoga is the place to be the management and staff is cheerful and willing to help with everything including getting the information about the island,LocationReviews,0
of all the places i have been in thailand samui rates the highest by far the best beach holiday anyway,LocationReviews,0
often when you do these reviews you want to be kinder than prehaps you should be and thats because usually the hotel staff are nice and its the property that lets them down,ServiceReviews,1
ok it is cheap and we cannot expect an excellent service,ServiceReviews,1
ok it is not right on the beach but the hotel is a wonderful property with amazing swim up bar,LocationReviews,0
ok it not glamorous but very comfortable and effective for a short stay of 3 4 nights,ServiceReviews,1
ok its not the best hotel but what i want is somewhere central near to cafes,LocationReviews,0
ok location,LocationReviews,0
ok location to get around town,LocationReviews,0
ok service,ServiceReviews,1
old hotel with adequate facilities,ServiceReviews,1
old room the room was not clean good,ServiceReviews,1
old staff,ServiceReviews,1
old town is an 8 minute drive from the property,LocationReviews,0
old town itself is off the beaten tourist track by a mere 15 minute drive if that is more your thing for us it was all about the local relaxed and superfriendly lifestyle,LocationReviews,0
omg this place could have made me cry if we had stayed any longer,LocationReviews,0
omg this place is heaven very cheap and very nice,LocationReviews,0
on a great street though,LocationReviews,0
on a hill giving a wonderful view down to the sea and the beach,LocationReviews,0
on arrival at this tiny villa complex you are met by the most attentive staff you will ever meet,ServiceReviews,1
