summary,vocab,relation,category
ruen thong vegetarian is nice spot with kind staff,vegetarian,foodreview,1
ruen urai fine thai cuisine is delicious and close to fun,thai cuisine,foodreview,1
ruen urai fine thai cuisine is excellent meal,thai cuisine,foodreview,1
ruen urai fine thai cuisine is go here first,thai cuisine,foodreview,1
ruen urai fine thai cuisine is outstanding,thai cuisine,foodreview,1
ruenrose is delicious and close to fun,delicious,foodreview,1
ruenrose is outstanding,outstanding,Locationreviews,0
ruffino restaurant lounge is excellent vegan place,place,Locationreviews,0
ruffino restaurant lounge is good place for vegetarian variety,place,Locationreviews,0
ruffino restaurant lounge is remarkeable place,place,Locationreviews,0
ruffino restaurant lounge is vegetarian food by the riverfront,vegetarian,foodreview,1
rugantino is always delicious,delicious,foodreview,1
rundetarn fondue and steak house is always delicious,fondue,foodreview,1
rundetarn fondue and steak house is cox,fondue,foodreview,1
rundetarn fondue and steak house is very good and affordable price,fondue,foodreview,1
rundetarn fondue and steak house is will come back here again,fondue,foodreview,1
rung reung pork noodle is a nice choice as for us hotel guests,noodle,foodreview,1
rung reung pork noodle is amazing lounge bar,noodle,foodreview,1
rung reung pork noodle is excellent lounge access for club tower guests,noodle,foodreview,1
rung reung pork noodle is exellent servise,noodle,foodreview,1
running deer bar is best place best drinks best company,place,Locationreviews,0
running deer bar is great bar right next to beach limited food,next to,Locationreviews,0
rush coffee is best place best drinks best company,place,Locationreviews,0
rush coffee is great bar right next to beach limited view,next to,Locationreviews,0
rustic eatery bar is best beach restaurant,best beach,Locationreviews,0
rustic eatery bar is great view and good food,view,Locationreviews,0
rustic eatery bar is great view western food menu,view,Locationreviews,0
s g family restaurant is tasty steak and cold beer,tasty,foodreview,1
s ken s bed bistro is what a wonderful evening,wonderful,Locationreviews,0
s p hua hin haus is intimate yet trendy chic place,place,Locationreviews,0
s p is nice pool quiet location,location,Locationreviews,0
s p is sumptuous buffet,buffet,foodreview,1
s pasta noodle bar is drinks at sunset,pasta,foodreview,1
s pasta noodle bar is incredible views and even better service,pasta,foodreview,1
s pasta noodle bar is very goood,pasta,foodreview,1
s pasta noodle bar is what a wonderful evening,pasta,foodreview,1
s s indian restaurant is best beach bar,best beach,Locationreviews,0
s s indian restaurant is delicious food and fantastic ambience,delicious,foodreview,1
s s indian restaurant is dinner on the beach,dinner,foodreview,1
s15 hotel and buffet is avoid food poisoning,buffet,foodreview,1
s15 hotel and buffet is good food and good prices,buffet,foodreview,1
s15 hotel and buffet is great food and friendly staff,buffet,foodreview,1
s15 hotel and buffet is great restaurant with awesome people,buffet,foodreview,1
sa bai jai is good food and good prices,good food,foodreview,1
sa bai jai is great food and friendly staff,great food,foodreview,1
sa ing restaurant bar is very good food and restaurant,good food,foodreview,1
saaitara restaurant is great dinner,dinner,foodreview,1
saamhouse restaurant is good beer pretty women,beer,foodreview,1
saawaan is best food in hua hin,best food,foodreview,1
saawaan is fresh and delicious,delicious,foodreview,1
sabai beach is japanese dinner,dinner,foodreview,1
sabai beach restaurant is good food,good food,foodreview,1
sabai beach restaurant is good food good place,good food,foodreview,1
sabai beach restaurant is trendy place with decent food,place,Locationreviews,0
sabai corner is healthy delicious food place from chiangmai,healthy,foodreview,1
sabai corner is healthy organic food,healthy,foodreview,1
sabai corner is healthy tasty and clean eating,healthy,foodreview,1
sabai corner restaurant is great dinner,dinner,foodreview,1
sabai sabai bangsak beach restaurant is good food fresh serve,good food,foodreview,1
sabays restaurant is i love oshi restaurant but this buffet sucks,buffet,foodreview,1
sabays restaurant is my favorite japanese buffet,buffet,foodreview,1
saboten shinjuku siam paragon is good buffet at reasonable price,buffet,foodreview,1
saboten shinjuku siam paragon is nice shabu food,shabu,foodreview,1
sabushi is excellent food,excellent food,foodreview,1
saeng thai seafood is good food reasonably priced,good food,foodreview,1
saengduean coffee restaurant is here is my favorite shabu res,shabu,foodreview,1
saengduean coffee restaurant is taiwanese shabu shabu,shabu,foodreview,1
saengduean coffee restaurant is the best shabu in town,shabu,foodreview,1
saffron at banyan tree bangkok is good food and value fro money,good food,foodreview,1
saffron at banyan tree bangkok is good japanese food,japanese food,foodreview,1
saffron at banyan tree bangkok is homey yummy food,yummy,foodreview,1
saffron by banyan tree phuket is good food and value fro money,good food,foodreview,1
saffron by banyan tree phuket is good japanese food,japanese food,foodreview,1
saffron by banyan tree phuket is homey yummy food,yummy,foodreview,1
saffron spice restaurant bar is chiang mai cultural center khantoke dinner,dinner,foodreview,1
sai thong anantara hua hin resort is dinner,dinner,foodreview,1
saiboo german restaurant is average german food,german food,foodreview,1
saiboo german restaurant is probably the best german food in hua hin but,german food,foodreview,1
saigon recipe is good food and service,good food,foodreview,1
saigon recipe is nice food good test,nice food,foodreview,1
saigon recipe is swedish food,swedish food,foodreview,1
sailom hotel restaurant is lovely place for both italian and thai food lovers,place,Locationreviews,0
sailom hotel restaurant is wonderful fresh seafood and italian cuisine,wonderful,Locationreviews,0
sailom restaurant is great location and wonderful food,location,Locationreviews,0
sailom restaurant is yum,yum,foodreview,1
sailor bar restaurant is delicious thai fusion food,delicious,foodreview,1
sairung restaurant bar is cozy and relaxed,relaxed,Locationreviews,0
sakai bar is came for cocktails wish we did not,cocktails,foodreview,1
sakura japanese restaurant is a gem,gem,Locationreviews,0
sakura japanese restaurant is delicioso mexican food nice spot for chilling with friends after work,mexican food,foodreview,1
sakura japanese restaurant is great food and drinks,great food,foodreview,1
sakura japanese restaurant is omg superb you must seriously try the buffalo chicken wings,chicken wings,foodreview,1
sakura music and restaurant is a gem,gem,Locationreviews,0
sakura music and restaurant is delicioso mexican food nice spot for chilling with friends after work,mexican food,foodreview,1
sakura music and restaurant is great food and drinks,great food,foodreview,1
sakura music and restaurant is omg superb you must seriously try the buffalo chicken wings,chicken wings,foodreview,1
sakura sushi is a very good place,place,Locationreviews,0
sala bua restaurant is novel approach to omelette,omelette,foodreview,1
sala bua restaurant is tasty omurice dishes,tasty,foodreview,1
sala bua restaurant is yummy omurice in thailand,yummy,foodreview,1
sala bua restaurant karon is good breakfast,breakfast,foodreview,1
sala bua restaurant karon is good local breakfast spot,good local,Locationreviews,0
sala bua restaurant karon is great breakfast,breakfast,foodreview,1
sala bua restaurant karon is nostalgic breakfast house,breakfast,foodreview,1
sala khaoyai resort s hilltop restaurant is beautiful,beautiful,Locationreviews,0
sala khaoyai resort s hilltop restaurant is great view with great food,view,Locationreviews,0
sala khaoyai resort s hilltop restaurant is lovely restaurant with amazing view,view,Locationreviews,0
sala khaoyai resort s hilltop restaurant is you re paying for the view,view,Locationreviews,0
sala mexicali chalong is good place for a quick meal,place,Locationreviews,0
sala mexicali chalong is good place for easy dining,place,Locationreviews,0
sala mexicali chalong is satisfying fusion food that is good and moderately priced,fusion,foodreview,1
sala mexicali is amazing view on the sea,view,Locationreviews,0
sala mexicali is cocktails at sunset,cocktails,foodreview,1
sala mexicali is great pina colada sunset view,view,Locationreviews,0
sala mexicali is the view,view,Locationreviews,0
sala monsoon restaurant is italian food in japanese style,italian food,foodreview,1
sala phuket restaurant is hidden gem,hidden gem,Locationreviews,0
sala phuket restaurant is nice view and cocktails,nice view,Locationreviews,0
sala sawasdee lobby bar is delicious food,delicious,foodreview,1
sala sawasdee lobby bar is dinner,dinner,foodreview,1
sala thai is good food good service,good food,foodreview,1
sala thai is had dinner here 3 nights in a row,dinner,foodreview,1
salad memory healthy cafe  is best restaurant in yanui beach,salad,foodreview,1
salad memory healthy cafe  is coming here every year and talking about it the rest of the year,salad,foodreview,1
salad memory healthy cafe  is great location but the foods not much,salad,foodreview,1
salad memory healthy cafe  is one more restaurant thailand vacation,salad,foodreview,1
salad terrace is amazing,salad,foodreview,1
salad terrace is best pad thai on the island,salad,foodreview,1
salad terrace is delicious and cheap,salad,foodreview,1
salad terrace is great noodles,salad,foodreview,1
saladaeng cafe is english breakfast excellent,breakfast,foodreview,1
salaloy seafood is restaurant with an excelent view,view,Locationreviews,0
salang korean bbq buffet restaurant is great japanese dinner,bbq buffet,foodreview,1
salang korean bbq buffet restaurant is nice set meal,bbq buffet,foodreview,1
salang korean bbq buffet restaurant is normal overall,bbq buffet,foodreview,1
salang korean bbq buffet restaurant is worst service in bangkok lacks supervision and management,bbq buffet,foodreview,1
salathip is good japanese food,japanese food,foodreview,1
salathip is good quality japanese lunch,lunch,foodreview,1
salathip is quick and healthier lunch,lunch,foodreview,1
salsa hua hin restaurant is good value japanese lunch sets,lunch,foodreview,1
salsa hua hin restaurant is lunch ootoya,lunch,foodreview,1
salsa hua hin restaurant is taste like you have meal from your family,taste,foodreview,1
salsa mexicana is forget about the japanese taste,taste,foodreview,1
salt pepper central world is enjoy and relax,relax,Locationreviews,0
salt pepper restaurant steakhouse pizzeria is dinner out,steakhouse,foodreview,1
salt pepper restaurant steakhouse pizzeria is glass of red wine,steakhouse,foodreview,1
salt pepper restaurant steakhouse pizzeria is impeccable service,steakhouse,foodreview,1
salt pepper restaurant steakhouse pizzeria is nice italian restaurant,steakhouse,foodreview,1
salt restaurant is dinner out,dinner,foodreview,1
salute italian restaurant is great breakfast,breakfast,foodreview,1
sam chor restaurant is clean fresh food,fresh food,foodreview,1
sam chor restaurant is delicious friendly thai restaurant,delicious,foodreview,1
sam chor restaurant is great food in friendly family run restaurant,great food,foodreview,1
sam s fish and chips is buffet dinner,buffet,foodreview,1
sam s fish and chips is lunch,lunch,foodreview,1
sam s fish and chips is wonderful dinner,wonderful,Locationreviews,0
sam s kitchen is buffet dinner,buffet,foodreview,1
sam s kitchen is lunch,lunch,foodreview,1
sam s kitchen is wonderful dinner,wonderful,Locationreviews,0
sam s steaks and grill is excellent meals,meals,foodreview,1
sam s steaks and grill is what a place,place,Locationreviews,0
saman turkish restaurant is excellent meals,meals,foodreview,1
saman turkish restaurant is what a place,place,Locationreviews,0
sambalacha cafe bangkok by uncle pang is best food we have had so far,best food,foodreview,1
samchong seafood is best food we have had so far,best food,foodreview,1
samed villa restaurant is good location and nice environment,location,Locationreviews,0
samed villa restaurant is good thai food service,food service,foodreview,1
sametnangshe boutique is wow beautiful food excellent service,beautiful,Locationreviews,0
samosa express is delicious thai,delicious,foodreview,1
samosa express is nice asian food,asian food,foodreview,1
samosa express is wonderful,wonderful,Locationreviews,0
samsara is interesting dishes and great service,dishes,foodreview,1
samsen villa chiang mai is most amazing gin and spanish dishes in bkk,dishes,foodreview,1
samsen villa chiang mai is new location new menu even better experience,location,Locationreviews,0
san marzano is most amazing gin and spanish dishes in bkk,dishes,foodreview,1
san marzano is new location new menu even better experience,location,Locationreviews,0
san sabai thai seafood and bbq is good place,bbq,foodreview,1
san sabai thai seafood and bbq is great atmosphere for a drink and dinner,bbq,foodreview,1
san sabai thai seafood and bbq is nice chill bar,bbq,foodreview,1
san sabai thai seafood and bbq is one of the best,bbq,foodreview,1
sand box restaurant and bar is delicious and cheap,delicious,foodreview,1
sand box restaurant and bar is great little place,place,Locationreviews,0
sand sea restaurant is good place,sea,Locationreviews,0
sand sea restaurant is great atmosphere for a drink and dinner,sea,Locationreviews,0
sand sea restaurant is nice chill bar,sea,Locationreviews,0
sand sea restaurant is one of the best,sea,Locationreviews,0
sandbar by the sea is a diamond in the rough,sea,Locationreviews,0
sandbar by the sea is best coffee in hua han,sea,Locationreviews,0
sandbar by the sea is fantastic coffee best in hua hin,sea,Locationreviews,0
sandbar by the sea is the hua hin cafe that sets the coffee standard,sea,Locationreviews,0
sandee s thai restaurant is holiday at karon beach,karon beach,Locationreviews,0
sandee s thai restaurant is xmas lunch,lunch,foodreview,1
sandwich me is easy quick japanese food,japanese food,foodreview,1
sandwich me is quick easy lunch option,lunch,foodreview,1
sandwich me is quick lunch,lunch,foodreview,1
sandwich shoppe cafe bar patong phuket is easy quick japanese food,japanese food,foodreview,1
sandwich shoppe cafe bar patong phuket is quick easy lunch option,lunch,foodreview,1
sandwich shoppe cafe bar patong phuket is quick lunch,lunch,foodreview,1
saneh jaan is great food at reasonably priced,great food,foodreview,1
saneh jaan is scrambled egg hommous,scrambled egg,foodreview,1
sanfran burger beer is amazing find,beer,foodreview,1
sanfran burger beer is authentic thai food priced right,beer,foodreview,1
sanfran burger beer is good food decent price,beer,foodreview,1
sanfran burger beer is good restaurants,beer,foodreview,1
sangsawan restaurant is best food in the area,best food,foodreview,1
sangsawan restaurant is great food,great food,foodreview,1
sangsawan restaurant is great food great people pet friendly,great food,foodreview,1
sanguan sri restaurant is best food in the area,best food,foodreview,1
sanguan sri restaurant is great food,great food,foodreview,1
sanguan sri restaurant is great food great people pet friendly,great food,foodreview,1
sanjha chulha phuket is great turkish food,turkish food,foodreview,1
sanjha chulha phuket is tasty turkish food,tasty,foodreview,1
sanjha chulha restaurant is amazing service and great food,great food,foodreview,1
sanjha chulha restaurant is delicious but thai expensive for me,delicious,foodreview,1
sanjha chulha restaurant is exensive and not outstanding,outstanding,Locationreviews,0
sanjha chulha restaurant is steak was tough,steak,foodreview,1
sansab is best bbq restaurant in the area,best bbq,foodreview,1
sansab is good food,good food,foodreview,1
sansabai restaurant is nice food good service,nice food,foodreview,1
sansabai sports bar is hidden gem,hidden gem,Locationreviews,0
sansabai sports bar is not  creative cuisine ,cuisine,foodreview,1
sansumran at san saab is delicious seafood at the overseas restaurant,delicious,foodreview,1
santa fe steak house hua hin market village is a genuinely good restaurant,steak,foodreview,1
santa fe steak house hua hin market village is authentic thai beach restaurant,steak,foodreview,1
santa fe steak house hua hin market village is delicious seafood at the overseas restaurant,steak,foodreview,1
santa fe steak house hua hin market village is very nice,steak,foodreview,1
santosa vegan restaurant is great food once again,great food,foodreview,1
santosa vegan restaurant is new location corner of end soi 88,location,Locationreviews,0
sanya is good food,good food,foodreview,1
sanya is great local food,local,Locationreviews,0
sanya is nice authentic thai meals,meals,foodreview,1
sanyod chinese restaurant is good food,good food,foodreview,1
sanyod chinese restaurant is great local food,local,Locationreviews,0
sanyod chinese restaurant is nice authentic thai meals,meals,foodreview,1
sara jane s garden restaurant hua hin is convenient location,location,Locationreviews,0
sara jane s garden restaurant hua hin is delicious thai food,delicious,foodreview,1
saras express is great honest local food,local,Locationreviews,0
saras pure vegetarian indian restaurant is effing amaze ballz,vegetarian,foodreview,1
saras pure vegetarian indian restaurant is exellent food exellent prices,vegetarian,foodreview,1
saras pure vegetarian indian restaurant is great honest local food,vegetarian,foodreview,1
saras pure vegetarian indian restaurant is where the locals go,vegetarian,foodreview,1
sarasin seafood restaurant is good taste nice presentation but quite expensive long queue,taste,foodreview,1
sarasin seafood restaurant is no sticky rice with mango for us,mango,foodreview,1
sarasin seafood restaurant is still best sticky rice mango in hua hin though,mango,foodreview,1
saravana bhavan is fair price for fresh crab and prawn,crab,foodreview,1
saravana bhavan is great taste of locals,taste,foodreview,1
sareefa seafood is didn t get what i ordered,ordered,foodreview,1
sareefah seafood is delicious,delicious,foodreview,1
sareefah seafood is good food,good food,foodreview,1
sarika cafe is business dinner,dinner,foodreview,1
sassi s beach club is delicious pad thai,delicious,foodreview,1
sassi s beach club is great food excellent cocktails,great food,foodreview,1
sassi s beach club is very good restaurant and beautiful atmosphere,beautiful,Locationreviews,0
satang restaurant is the pad thai really is that good,pad thai,foodreview,1
sato no udon is good cook and delicious food,delicious,foodreview,1
sato no udon is great local food with friendly owners,local,Locationreviews,0
sava dining is best pad thai,pad thai,foodreview,1
sava dining is pad thai made with premium ingredients,pad thai,foodreview,1
save our souls is excellent massaman curry and indian food,curry,foodreview,1
saveena muslim food is excellent massaman curry and indian food,food is excellent,foodreview,1
saveena muslim food is excellent meal with lovely couple,food is excellent,foodreview,1
savelberg thailand is outstanding pad thai,outstanding,Locationreviews,0
savoey restaurant is delicious,delicious,foodreview,1
savoey restaurant mercury ville chidlom is amazing restaurant in the least likely place,place,Locationreviews,0
savoey restaurant tha maharaj is a good restaurant with persian and arabic dishes,dishes,foodreview,1
savoey seafood co sukhumvit26 is great food lovely staff,great food,foodreview,1
savoey seafood co sukhumvit26 is wonderful and amazing restaurant,wonderful,Locationreviews,0
savoey terminal21 asok is best italian food,italian food,foodreview,1
savoey terminal21 asok is family dinner,dinner,foodreview,1
savoury is great location but could do better,location,Locationreviews,0
savoy patong is great food average setting but terrible service,great food,foodreview,1
savoy patong is great food good service,great food,foodreview,1
sawadee restaurant is great food average setting but terrible service,great food,foodreview,1
sawadee restaurant is great food good service,great food,foodreview,1
sawan guesthouse and bar is an oasis in bangkok s cbd historic bangkok home with great thai food,oasis,foodreview,1
sawan guesthouse and bar is awesome crab fried rice,crab,foodreview,1
sawan guesthouse and bar is great setting and innovative thai cuisine,thai cuisine,foodreview,1
sawang noodle is lovely place to enjoy,noodle,foodreview,1
sawang noodle is nice breakfast,noodle,foodreview,1
sawang noodle is super yummy pancake,noodle,foodreview,1
sawang noodle is very good french toast and pancakes,noodle,foodreview,1
sawasdee ciao is no wifi and just ok breakfast,breakfast,foodreview,1
sawasdee is no wifi and just ok breakfast,breakfast,foodreview,1
sawasdee restaurant is great food at a local authentic phuket restaurant,great food,foodreview,1
sawasdee restaurant is lunch at pak nam,lunch,foodreview,1
sawasdee thai cuisine is beautiful,thai cuisine,foodreview,1
sawasdee thai cuisine is boom boom 2 at the beach,thai cuisine,foodreview,1
sawasdee thai cuisine is great location on the most perfect beach to visit,thai cuisine,foodreview,1
sawasdee thai cuisine is lunch,thai cuisine,foodreview,1
sawasdee thai restaurant is beautiful,beautiful,Locationreviews,0
sawasdee thai restaurant is boom boom 2 at the beach,the beach,Locationreviews,0
sawasdee thai restaurant is great location on the most perfect beach to visit,location,Locationreviews,0
sawasdee thai restaurant is lunch,lunch,foodreview,1
sawasdee2 restaurant bar phuket is breakfast,breakfast,foodreview,1
sawasdee2 restaurant bar phuket is seafood buffet,buffet,foodreview,1
sawasdee2 restaurant bar phuket is special thanks to wandee and waiters who served breakfast,breakfast,foodreview,1
sawong at wanglang is delicious great local thai food,delicious,foodreview,1
sawong at wanglang is good local food,good local,Locationreviews,0
say cheese is delicious great local thai food,delicious,foodreview,1
say cheese is good local food,good local,Locationreviews,0
scandic restaurant sports bar bangkok is hidden gem,hidden gem,Locationreviews,0
scarlett wine bar restaurant is great food and service,great food,foodreview,1
scarlett wine bar restaurant is hidden gem of the main road,hidden gem,Locationreviews,0
scarlett wine bar restaurant is lunch time,lunch,foodreview,1
schlusslicht is a cozy place a bit hidden,place,Locationreviews,0
schlusslicht is delicious traditional thai dishes,delicious,foodreview,1
schnitzelwirtin is absolutely wonderful,wonderful,Locationreviews,0
score bar is amazing place love the location,place,Locationreviews,0
score bar is romantic beach dinner,dinner,foodreview,1
score bar is wonderful place for dinner,wonderful place,Locationreviews,0
sea almond chilled restaurant bar is deserves ten stars,sea,Locationreviews,0
sea almond chilled restaurant bar is exceptional,sea,Locationreviews,0
sea almond chilled restaurant bar is loved the food and then the cooking class,sea,Locationreviews,0
sea almond chilled restaurant bar is the best in khao lak,sea,Locationreviews,0
sea breeze cafe is exceptional,sea,Locationreviews,0
sea breeze cafe is great food fantastic cooking class experience,sea,Locationreviews,0
sea breeze cafe is loved the food and then the cooking class,sea,Locationreviews,0
sea breeze cafe is the best in khao lak,sea,Locationreviews,0
sea breeze thai restaurant is excellent see food and original design,sea,Locationreviews,0
sea breeze thai restaurant is excellent traditional thai cuisine and seafood dishes definitely worth visiting it again,sea,Locationreviews,0
sea breeze thai restaurant is hokkien noodles for the win,sea,Locationreviews,0
sea breeze thai restaurant is value for money,sea,Locationreviews,0
sea calm cafe bistro is delicious and real,sea,Locationreviews,0
sea calm cafe bistro is good thai food,sea,Locationreviews,0
sea calm cafe bistro is great locals place,sea,Locationreviews,0
sea calm cafe bistro is yummy,sea,Locationreviews,0
sea fire salt anantara mai khao phuket villas is delicious and real,sea,Locationreviews,0
sea fire salt anantara mai khao phuket villas is good thai food,sea,Locationreviews,0
sea fire salt anantara mai khao phuket villas is great locals place,sea,Locationreviews,0
sea fire salt anantara mai khao phuket villas is yummy,sea,Locationreviews,0
sea gypsy is fair italian fare tasty sweets,sea,Locationreviews,0
sea gypsy is good coffee shop,sea,Locationreviews,0
sea gypsy is less delicious,sea,Locationreviews,0
sea gypsy is never again,sea,Locationreviews,0
sea hag restaurant is excellent thai food,sea,Locationreviews,0
sea hag restaurant is i liked it better before,sea,Locationreviews,0
sea hag restaurant is loved the food the place the views,sea,Locationreviews,0
sea hag restaurant is the view was excellent,sea,Locationreviews,0
sea harmony eco cafe is hip and modern eatery in asoke,sea,Locationreviews,0
sea harmony eco cafe is neat coffee house,sea,Locationreviews,0
sea harmony eco cafe is really enjoyed everything i have tried,sea,Locationreviews,0
sea harmony eco cafe is simply fantastic,sea,Locationreviews,0
sea khao seafood restaurant is great restaurant in the town centre,sea,Locationreviews,0
sea khao seafood restaurant is nice place,sea,Locationreviews,0
sea khao seafood restaurant is very nice,sea,Locationreviews,0
sea khao seafood restaurant is very nice and friendly,sea,Locationreviews,0
sea lay restaurant is delicious dessert and soft drink,sea,Locationreviews,0
sea lay restaurant is dope dutch baby pancakes,sea,Locationreviews,0
sea lay restaurant is savory dutch babies,sea,Locationreviews,0
sea lay restaurant is worst pancake ever,sea,Locationreviews,0
sea salt bangpra is amazing home food,sea,Locationreviews,0
sea salt bangpra is excellent home like food,sea,Locationreviews,0
sea salt bangpra is g,sea,Locationreviews,0
sea salt bangpra is highly recommended excellent vegetarian food in pattaya,sea,Locationreviews,0
sea salt lounge grill is love chinese food here,sea,Locationreviews,0
sea salt lounge grill is tasty chinese,sea,Locationreviews,0
sea salt lounge grill is very nice small restaurant,sea,Locationreviews,0
sea salt lounge grill is worst chinese on planet,sea,Locationreviews,0
sea sand beach restaurant is cool beach bar,sea,Locationreviews,0
sea sand beach restaurant is nice bar,sea,Locationreviews,0
sea sand beach restaurant is nice one,sea,Locationreviews,0
sea sand beach restaurant is nice place on the beach,sea,Locationreviews,0
sea sand soul is best food on rambuttri strip,sea,Locationreviews,0
sea sand soul is best seafood restaurant ever,sea,Locationreviews,0
sea sand soul is fab food,sea,Locationreviews,0
sea sand soul is very good seafood restaurant,sea,Locationreviews,0
sea side hua hin is best food on rambuttri strip,sea,Locationreviews,0
sea side hua hin is best seafood restaurant ever,sea,Locationreviews,0
sea side hua hin is fab food,sea,Locationreviews,0
sea side hua hin is very good seafood restaurant,sea,Locationreviews,0
sea terrace is beautiful lunch spot and great food,sea,Locationreviews,0
sea terrace is beautiful setting and lovely owners,sea,Locationreviews,0
sea terrace is great views good food,sea,Locationreviews,0
sea terrace is piece of paradise,sea,Locationreviews,0
seaborn restaurant is great breakfast place,breakfast,foodreview,1
seaborn restaurant is great views and good food,good food,foodreview,1
seabox restaurant bar is delicious thai food,delicious,foodreview,1
seabox restaurant bar is good food and low prices,good food,foodreview,1
seafood at trisara is delicious thai food,delicious,foodreview,1
seafood at trisara is good food and low prices,good food,foodreview,1
seafood land is slow delicious delicate,delicious,foodreview,1
seafood land is thai food with a view,view,Locationreviews,0
seafood land is top end thai on a beachfront location,location,Locationreviews,0
seaside is good for steaks,seaside,Locationreviews,0
seaside is great food,seaside,Locationreviews,0
seaside is quiet but deserved to be busier,seaside,Locationreviews,0
seaside is they are really trying,seaside,Locationreviews,0
seasky restaurant is great food,great food,foodreview,1
season thai is german food,german food,foodreview,1
season thai is nice meals quick service,meals,foodreview,1
seasonal tastes is great cocktails,cocktails,foodreview,1
seavieuw is nice service good food taste,good food,foodreview,1
seb s bar a r travel is brilliant food great place we will be back,travel,Locationreviews,0
seb s bar a r travel is great food warm welcome,travel,Locationreviews,0
seb s bar a r travel is steakhouse burger place american australian food,travel,Locationreviews,0
seb s bar a r travel is tasty food,travel,Locationreviews,0
second home is brilliant food great place we will be back,brilliant food,foodreview,1
second home is great food warm welcome,great food,foodreview,1
second home is steakhouse burger place american australian food,steakhouse,foodreview,1
second home is tasty food,tasty,foodreview,1
secret garden is nice location,location,Locationreviews,0
secret garden is top pad thai in bangkok,pad thai,foodreview,1
secret recipe cafe is beautiful food and atmosphere,beautiful,Locationreviews,0
secret recipe cafe is fabulous thai cuisine,thai cuisine,foodreview,1
secret recipe cafe is late lunch,lunch,foodreview,1
seen restaurant bar bangkok is delicious delicious delicious,delicious,foodreview,1
sehou noodles thonglor is local food,local,Locationreviews,0
sehou noodles thonglor is quality traditional indian food,indian food,foodreview,1
sehou noodles thonglor is tasty indian food,tasty,foodreview,1
seiniku ten is great atmosphere,great atmosphere,Locationreviews,0
seiniku ten is nice night nice music good food,good food,foodreview,1
seiryu sushi is great atmosphere,great atmosphere,Locationreviews,0
seiryu sushi is nice night nice music good food,good food,foodreview,1
seiryu sushi the mercury ville is a hidden gem,hidden gem,Locationreviews,0
seiryu sushi the mercury ville is brillant relaxing spot with great views and cooling breeze,relaxing,Locationreviews,0
seiryu sushi the mercury ville is great atmosphere location and staff,great atmosphere,Locationreviews,0
seiryu sushi the mercury ville is nice location,location,Locationreviews,0
semi sweet cafe is elephant paradise view point,view,Locationreviews,0
semi sweet cafe is the best food the best view in phuket,best food,foodreview,1
sen ryo sushi is delicious mythical,delicious,foodreview,1
seoul bbq korean buffet restaurant is close from the 1st march 2019,bbq,foodreview,1
seoul bbq korean buffet restaurant is great pressed duck,bbq,foodreview,1
seoul bbq korean buffet restaurant is great restaurant now at a more convenient location,bbq,foodreview,1
seoul bbq korean buffet restaurant is very good experience,bbq,foodreview,1
serendib tea room is great restaurant now at a more convenient location,location,Locationreviews,0
sergio s pizza factory is 2 or 3 course lunch set is marvelous,lunch,foodreview,1
sergio s pizza factory is excellent set lunch menu,lunch,foodreview,1
sergio s pizza factory is lovely staff and great food,great food,foodreview,1
sessions bangkok is park society is an amazing fine dining place,place,Locationreviews,0
seven flavours steam seafood is park society is an amazing fine dining place,place,Locationreviews,0
seven spoons bar and restaurant is breakfast,breakfast,foodreview,1
seven spoons bar and restaurant is great food options,great food,foodreview,1
seven spoons bar and restaurant is stayed at admiral suites had breakfast here,breakfast,foodreview,1
sfizio restaurant bangkok italian social cuisine is best hotel restaurant,cuisine,foodreview,1
sfizio restaurant bangkok italian social cuisine is fantastic dinner at party house one siam siam design hotel bangkok,cuisine,foodreview,1
sfizio restaurant bangkok italian social cuisine is thai churrasco,cuisine,foodreview,1
sfizio restaurant bangkok italian social cuisine is wonderful experience with brazilian food,cuisine,foodreview,1
shabu 101 degree is good food,shabu,foodreview,1
shabu 101 degree is great food on the beach,shabu,foodreview,1
shabu 101 degree is same same medium,shabu,foodreview,1
shabu 101 degree is the spot on koh yao noi,shabu,foodreview,1
shabu nangnai is good food,shabu,foodreview,1
shabu nangnai is great food on the beach,shabu,foodreview,1
shabu nangnai is same same medium,shabu,foodreview,1
shabu nangnai is the spot on koh yao noi,shabu,foodreview,1
shabu shabu nang nai is fresh excellent seafood,shabu,foodreview,1
shabu shabu nang nai is medium,shabu,foodreview,1
shabu shabu nang nai is proof that great food does not have to be expensive,shabu,foodreview,1
shabu shabu nang nai is well worth a visit,shabu,foodreview,1
shabu shi buffet is delicious food,shabu,foodreview,1
shabu shi buffet is good food cheap prices,shabu,foodreview,1
shabu shi buffet is good kebabs nice and clean place,shabu,foodreview,1
shabu shi buffet is great food,shabu,foodreview,1
shabu shi centralworld is fresh excellent seafood,shabu,foodreview,1
shabu shi centralworld is medium,shabu,foodreview,1
shabu shi centralworld is proof that great food does not have to be expensive,shabu,foodreview,1
shabu shi centralworld is well worth a visit,shabu,foodreview,1
shabushi shabu shabu buffet is delicious foods at reasonable price,shabu,foodreview,1
shabushi shabu shabu buffet is great food low prices,shabu,foodreview,1
shabushi shabu shabu buffet is went with friends and see many other friends there,shabu,foodreview,1
shabushi shabu shabu buffet is what an amazing finishing dinner,shabu,foodreview,1
shameena restaurant and lounge is thai street food,thai street food,Locationreviews,0
shameena restaurant and lounge is what a wonderful experience,wonderful,Locationreviews,0
